"Notes"	"Year"	"Year Code"	"Month"	"Month Code"	"State"	"State Code"	"County"	"County Code"	Deaths	Population	Crude Rate
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Alaska"	"02"	"Aleutians East Borough, AK"	"02013"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Alaska"	"02"	"Aleutians West Census Area, AK"	"02016"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Alaska"	"02"	"Anchorage Borough, AK"	"02020"	157	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Alaska"	"02"	"Bethel Census Area, AK"	"02050"	10	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Alaska"	"02"	"Bristol Bay Borough, AK"	"02060"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Alaska"	"02"	"Denali Borough, AK"	"02068"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Alaska"	"02"	"Dillingham Census Area, AK"	"02070"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Alaska"	"02"	"Fairbanks North Star Borough, AK"	"02090"	46	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Alaska"	"02"	"Haines Borough, AK"	"02100"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Alaska"	"02"	"Hoonah-Angoon Census Area, AK"	"02105"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Alaska"	"02"	"Juneau Borough, AK"	"02110"	13	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Alaska"	"02"	"Kenai Peninsula Borough, AK"	"02122"	49	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Alaska"	"02"	"Ketchikan Gateway Borough, AK"	"02130"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Alaska"	"02"	"Kodiak Island Borough, AK"	"02150"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Alaska"	"02"	"Lake and Peninsula Borough, AK"	"02164"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Alaska"	"02"	"Matanuska-Susitna Borough, AK"	"02170"	65	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Alaska"	"02"	"Nome Census Area, AK"	"02180"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Alaska"	"02"	"North Slope Borough, AK"	"02185"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Alaska"	"02"	"Northwest Arctic Borough, AK"	"02188"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Alaska"	"02"	"Petersburg Borough/Census Area, AK"	"02195"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Alaska"	"02"	"Prince of Wales-Hyder Census Area, AK"	"02198"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Alaska"	"02"	"Sitka Borough, AK"	"02220"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Alaska"	"02"	"Skagway Municipality, AK"	"02230"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Alaska"	"02"	"Southeast Fairbanks Census Area, AK"	"02240"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Alaska"	"02"	"Valdez-Cordova Census Area, AK"	"02261"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Alaska"	"02"	"Wade Hampton Census Area, AK"	"02270"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Alaska"	"02"	"Wrangell City and Borough, AK"	"02275"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Alaska"	"02"	"Yakutat Borough, AK"	"02282"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Alaska"	"02"	"Yukon-Koyukuk Census Area, AK"	"02290"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Arizona"	"04"	"Apache County, AZ"	"04001"	53	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Arizona"	"04"	"Cochise County, AZ"	"04003"	128	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Arizona"	"04"	"Coconino County, AZ"	"04005"	77	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Arizona"	"04"	"Gila County, AZ"	"04007"	75	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Arizona"	"04"	"Graham County, AZ"	"04009"	35	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Arizona"	"04"	"Greenlee County, AZ"	"04011"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Arizona"	"04"	"La Paz County, AZ"	"04012"	28	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	2748	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Arizona"	"04"	"Mohave County, AZ"	"04015"	298	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Arizona"	"04"	"Navajo County, AZ"	"04017"	80	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Arizona"	"04"	"Pima County, AZ"	"04019"	870	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Arizona"	"04"	"Pinal County, AZ"	"04021"	286	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Arizona"	"04"	"Santa Cruz County, AZ"	"04023"	30	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Arizona"	"04"	"Yavapai County, AZ"	"04025"	256	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Arizona"	"04"	"Yuma County, AZ"	"04027"	147	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Alameda County, CA"	"06001"	905	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Alpine County, CA"	"06003"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Amador County, CA"	"06005"	34	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Butte County, CA"	"06007"	236	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Calaveras County, CA"	"06009"	54	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Colusa County, CA"	"06011"	14	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Contra Costa County, CA"	"06013"	720	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Del Norte County, CA"	"06015"	30	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"El Dorado County, CA"	"06017"	126	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Fresno County, CA"	"06019"	629	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Glenn County, CA"	"06021"	21	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Humboldt County, CA"	"06023"	124	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Imperial County, CA"	"06025"	106	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Inyo County, CA"	"06027"	17	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Kern County, CA"	"06029"	533	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Kings County, CA"	"06031"	77	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Lake County, CA"	"06033"	55	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Lassen County, CA"	"06035"	26	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Los Angeles County, CA"	"06037"	6029	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Madera County, CA"	"06039"	105	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Marin County, CA"	"06041"	167	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Mariposa County, CA"	"06043"	29	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Mendocino County, CA"	"06045"	88	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Merced County, CA"	"06047"	166	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Modoc County, CA"	"06049"	11	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Mono County, CA"	"06051"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Monterey County, CA"	"06053"	212	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Napa County, CA"	"06055"	128	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Nevada County, CA"	"06057"	107	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Orange County, CA"	"06059"	1888	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Placer County, CA"	"06061"	266	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Plumas County, CA"	"06063"	22	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Riverside County, CA"	"06065"	1484	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Sacramento County, CA"	"06067"	1016	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"San Benito County, CA"	"06069"	34	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"San Bernardino County, CA"	"06071"	1291	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"San Diego County, CA"	"06073"	2051	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"San Francisco County, CA"	"06075"	522	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"San Joaquin County, CA"	"06077"	526	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"San Luis Obispo County, CA"	"06079"	206	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"San Mateo County, CA"	"06081"	408	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Santa Barbara County, CA"	"06083"	299	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Santa Clara County, CA"	"06085"	911	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Santa Cruz County, CA"	"06087"	143	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Shasta County, CA"	"06089"	204	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Sierra County, CA"	"06091"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Siskiyou County, CA"	"06093"	46	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Solano County, CA"	"06095"	274	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Sonoma County, CA"	"06097"	409	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Stanislaus County, CA"	"06099"	400	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Sutter County, CA"	"06101"	71	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Tehama County, CA"	"06103"	64	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Trinity County, CA"	"06105"	19	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Tulare County, CA"	"06107"	295	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Tuolumne County, CA"	"06109"	58	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Ventura County, CA"	"06111"	513	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Yolo County, CA"	"06113"	104	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"California"	"06"	"Yuba County, CA"	"06115"	50	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Adams County, CO"	"08001"	246	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Alamosa County, CO"	"08003"	15	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Arapahoe County, CO"	"08005"	372	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Archuleta County, CO"	"08007"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Baca County, CO"	"08009"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Bent County, CO"	"08011"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Boulder County, CO"	"08013"	174	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Broomfield County, CO"	"08014"	25	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Chaffee County, CO"	"08015"	17	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Cheyenne County, CO"	"08017"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Conejos County, CO"	"08021"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Costilla County, CO"	"08023"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Crowley County, CO"	"08025"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Custer County, CO"	"08027"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Delta County, CO"	"08029"	35	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Denver County, CO"	"08031"	441	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Dolores County, CO"	"08033"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Douglas County, CO"	"08035"	119	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Eagle County, CO"	"08037"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Elbert County, CO"	"08039"	15	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"El Paso County, CO"	"08041"	387	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Fremont County, CO"	"08043"	52	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Garfield County, CO"	"08045"	27	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Gilpin County, CO"	"08047"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Grand County, CO"	"08049"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Gunnison County, CO"	"08051"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Hinsdale County, CO"	"08053"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Huerfano County, CO"	"08055"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Jackson County, CO"	"08057"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Jefferson County, CO"	"08059"	394	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Kiowa County, CO"	"08061"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Kit Carson County, CO"	"08063"	10	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Lake County, CO"	"08065"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"La Plata County, CO"	"08067"	26	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Larimer County, CO"	"08069"	195	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Las Animas County, CO"	"08071"	16	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Lincoln County, CO"	"08073"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Logan County, CO"	"08075"	27	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Mesa County, CO"	"08077"	137	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Mineral County, CO"	"08079"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Moffat County, CO"	"08081"	10	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Montezuma County, CO"	"08083"	29	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Montrose County, CO"	"08085"	47	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Morgan County, CO"	"08087"	26	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Otero County, CO"	"08089"	22	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Ouray County, CO"	"08091"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Park County, CO"	"08093"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Phillips County, CO"	"08095"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Pitkin County, CO"	"08097"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Prowers County, CO"	"08099"	19	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Pueblo County, CO"	"08101"	162	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Rio Blanco County, CO"	"08103"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Rio Grande County, CO"	"08105"	11	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Routt County, CO"	"08107"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Saguache County, CO"	"08109"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"San Juan County, CO"	"08111"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"San Miguel County, CO"	"08113"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Sedgwick County, CO"	"08115"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Summit County, CO"	"08117"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Teller County, CO"	"08119"	16	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Washington County, CO"	"08121"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Weld County, CO"	"08123"	156	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Colorado"	"08"	"Yuma County, CO"	"08125"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Hawaii"	"15"	"Hawaii County, HI"	"15001"	161	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Hawaii"	"15"	"Honolulu County, HI"	"15003"	602	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Hawaii"	"15"	"Kalawao County, HI"	"15005"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Hawaii"	"15"	"Kauai County, HI"	"15007"	52	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Hawaii"	"15"	"Maui County, HI"	"15009"	120	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Idaho"	"16"	"Ada County, ID"	"16001"	270	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Idaho"	"16"	"Adams County, ID"	"16003"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Idaho"	"16"	"Bannock County, ID"	"16005"	67	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	10	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Idaho"	"16"	"Benewah County, ID"	"16009"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Idaho"	"16"	"Bingham County, ID"	"16011"	20	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Idaho"	"16"	"Blaine County, ID"	"16013"	16	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Idaho"	"16"	"Boise County, ID"	"16015"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Idaho"	"16"	"Bonner County, ID"	"16017"	42	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Idaho"	"16"	"Bonneville County, ID"	"16019"	62	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Idaho"	"16"	"Boundary County, ID"	"16021"	10	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Idaho"	"16"	"Butte County, ID"	"16023"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Idaho"	"16"	"Camas County, ID"	"16025"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Idaho"	"16"	"Canyon County, ID"	"16027"	121	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Idaho"	"16"	"Caribou County, ID"	"16029"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Idaho"	"16"	"Cassia County, ID"	"16031"	19	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Idaho"	"16"	"Clark County, ID"	"16033"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Idaho"	"16"	"Clearwater County, ID"	"16035"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Idaho"	"16"	"Custer County, ID"	"16037"	Suppressed	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Idaho"	"16"	"Elmore County, ID"	"16039"	19	Not Applicable	Not Applicable
